Unique_Investment_Identifier,Business_Case_ID,Agency_Code,Agency_Name,Investment_Title,Project_ID,Project_Name,Start_Date,Cost_Variance,PlannedCost,Updated_Date,Planned_Duration,Project_delay,Start_days_after_2000
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),3093,EHB - TVIS Data Entry 2014 - Release 1,2012-02-01,0.0,0.074,173,135.0,0.0,4414
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),3095,EHB - TVIS Data Entry 2014 - Release 2,2012-06-11,0.021,0.138,42,95.0,0.0,4545
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),3099,EHB - DGIS Web Reports May 2012 Release,2012-02-01,0.0,0.117,148,104.0,0.0,4414
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),3101,EHB - OHRP PIMS Data Collection 2012 - Release 4.2,2012-03-01,0.002,0.13,119,153.0,0.0,4443
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),3103,EHB - Enterprise Site Repository,2012-01-17,-0.05,0.33,188,180.0,0.0,4399
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),3105,EHB - Project Management Tools 2012,2012-01-18,-0.46,0.505,187,256.0,0.0,4400
009-000001405,339,9,Department of Health and Human Services,NIH CC Clinical Research Information System (CRIS),2124,CRIS Version 5.5 Upgrade,2010-09-30,-0.007,1.027,600,456.0,91.0,3925
009-000001410,342,9,Department of Health and Human Services,NIH OD Electronic Research Administration (eRA),2015,eRA - Accommodate Mandated FCOI Changes,2011-04-24,0.006,0.35,309,369.0,0.0,4131
009-000001361,355,9,Department of Health and Human Services,HRSA - BHPr National Practitioner Data Bank (NPDB)/Healthcare Integrity and Protection Data Bank (HIPDB),1998,Databanks - Release 5.22,2011-06-20,-0.215,0.706,311,179.0,0.0,4188
009-000001361,355,9,Department of Health and Human Services,HRSA - BHPr National Practitioner Data Bank (NPDB)/Healthcare Integrity and Protection Data Bank (HIPDB),1999,Databanks - Release 5.23,2011-06-13,-0.293,0.865,344,263.0,0.0,4181
009-000001361,355,9,Department of Health and Human Services,HRSA - BHPr National Practitioner Data Bank (NPDB)/Healthcare Integrity and Protection Data Bank (HIPDB),2000,Databanks - Release 5.24,2011-08-01,0.316,1.39,332,284.0,0.0,4230
009-000001361,355,9,Department of Health and Human Services,HRSA - BHPr National Practitioner Data Bank (NPDB)/Healthcare Integrity and Protection Data Bank (HIPDB),2001,Databanks - Release 5.25,2011-10-31,-0.083,1.212,266,233.0,0.0,4321
009-000001361,355,9,Department of Health and Human Services,HRSA - BHPr National Practitioner Data Bank (NPDB)/Healthcare Integrity and Protection Data Bank (HIPDB),2002,Databanks - Release 6.01,2012-01-16,-0.296,0.95,189,156.0,0.0,4398
009-000001361,355,9,Department of Health and Human Services,HRSA - BHPr National Practitioner Data Bank (NPDB)/Healthcare Integrity and Protection Data Bank (HIPDB),2003,Databanks - Release 6.02,2012-03-26,0.275,0.944,119,263.0,0.0,4468
009-000236620,991,9,Department of Health and Human Services,CMS HITECH (Health Information Technology for Economic & Clinical Health),2183,HITECH NLR Release 11.04,2011-03-04,1.255,6.54,419,220.0,0.0,4080
009-000236620,991,9,Department of Health and Human Services,CMS HITECH (Health Information Technology for Economic & Clinical Health),2184,HITECH NLR Release 12.01,2011-05-27,-0.333,5.034,361,221.0,59.0,4164
009-000236620,991,9,Department of Health and Human Services,CMS HITECH (Health Information Technology for Economic & Clinical Health),2185,HITECH NLR Release 12.02,2011-07-22,0.485,5.034,305,255.0,0.0,4220
009-000236620,991,9,Department of Health and Human Services,CMS HITECH (Health Information Technology for Economic & Clinical Health),2186,HITECH NLR Release 12.03,2011-10-21,-0.277,5.034,276,255.0,0.0,4311
009-000236620,991,9,Department of Health and Human Services,CMS HITECH (Health Information Technology for Economic & Clinical Health),2187,HITECH NLR Release 12.04,2012-01-28,-0.125,5.034,177,247.0,0.0,4410
009-000267388,1001,9,Department of Health and Human Services,CMS CCIIO HealthCare.GOV Plan Finder IT Investment,2190,CMS CCIIO Healthcare.GOV Plan Finder Final Data Collection from CMP and Transition to RBIS,2011-07-26,0.398,1.8,275,183.0,0.0,4224
009-000004093,1087,9,Department of Health and Human Services,Continued Implementation of HSPD-12 (formerly known as IAM@HHS),2145,Enable New and Existing Physical Access Control Systems to use PIV Credentials as required by M-11-11,2010-11-01,-0.348,0.73,630,676.0,0.0,3957
009-000276109,1089,9,Department of Health and Human Services,HRSA - BPHC Bureau of Primary Health Care Management Information System (BHCMIS),2051,BCHMIS - UDS,2011-07-01,-0.06,1.9,388,455.0,0.0,4199
009-000276109,1089,9,Department of Health and Human Services,HRSA - BPHC Bureau of Primary Health Care Management Information System (BHCMIS),2055,BCHMIS - PMM,2011-10-03,-0.036,0.899,294,361.0,0.0,4293
009-000276109,1089,9,Department of Health and Human Services,HRSA - BPHC Bureau of Primary Health Care Management Information System (BHCMIS),2056,BCHMIS - HCQR,2011-06-01,0.009,0.785,418,485.0,0.0,4169
009-000276109,1089,9,Department of Health and Human Services,HRSA - BPHC Bureau of Primary Health Care Management Information System (BHCMIS),2057,BCHMIS - SCOPE,2011-07-01,-0.026,1.255,388,452.0,0.0,4199
009-000276109,1089,9,Department of Health and Human Services,HRSA - BPHC Bureau of Primary Health Care Management Information System (BHCMIS),2058,BCHMIS - FQHC-LAL,2011-07-01,-0.017,1.515,388,392.0,0.0,4199
009-000281361,1090,9,Department of Health and Human Services,CMS National Fraud Prevention Program,2195,NFPP - PILOT,2010-07-30,0.0,4.0,636,702.0,3105.0,3863
009-000282322,1096,9,Department of Health and Human Services,CMS Physician Feedback Program,2196,Physician Feedback,2011-09-01,-0.14,1.479,326,394.0,0.0,4261
024-000009102,134,24,Department of Homeland Security,A&O - Homeland Security Information Network (HSIN),290,HSIN 3.0 DME,2011-09-01,-0.012,22.342,356,578.0,30.0,4261
024-000009102,134,24,Department of Homeland Security,A&O - Homeland Security Information Network (HSIN),291,HS SLIC Consolidation,2011-03-15,0.0,1.6,409,290.0,0.0,4091
024-000009102,134,24,Department of Homeland Security,A&O - Homeland Security Information Network (HSIN),292,Two Factor Authentication in Legacy,2011-02-02,0.158,0.313,387,209.0,31.0,4050
024-000009104,135,24,Department of Homeland Security,A&O - Common Operational Picture (COP),1644,DHS COP Infrastructure deployment @ DHS Data Center 2,2011-02-02,-0.095,0.5,453,303.0,13.0,4050
024-000009104,135,24,Department of Homeland Security,A&O - Common Operational Picture (COP),1645,DHS COP enhanced functionality capabilities,2011-12-15,0.0,0.1,137,31.0,335.0,4366
024-000005352,137,24,Department of Homeland Security,ICE - Detention and Removal Operations Modernization,250,Risk Classification Assessment (formerly CRS),2011-01-31,-2.765,2.62,569,365.0,172.0,4048
024-000005352,137,24,Department of Homeland Security,ICE - Detention and Removal Operations Modernization,252,EARM 3.0 Release 2,2010-07-01,0.0,2.0,636,487.0,0.0,3834
024-000005439,138,24,Department of Homeland Security,ICE - IT Infrastructure (Atlas),38,Desktop Services,2010-04-28,-0.049,5.4,844,886.0,5844.0,3770
024-000005439,138,24,Department of Homeland Security,ICE - IT Infrastructure (Atlas),39,Email Services,2010-04-28,0.0,1.562,844,977.0,5753.0,3770
024-000005439,138,24,Department of Homeland Security,ICE - IT Infrastructure (Atlas),40,Network Services,2010-04-28,0.0,2.294,844,703.0,6027.0,3770
024-000005439,138,24,Department of Homeland Security,ICE - IT Infrastructure (Atlas),41,Single Sign-On Services,2010-04-28,0.0,1.755,669,703.0,6027.0,3770
024-000005439,138,24,Department of Homeland Security,ICE - IT Infrastructure (Atlas),42,Video Services,2010-04-28,-0.226,4.5,700,672.0,6058.0,3770
024-000005536,140,24,Department of Homeland Security,ICE - Enforcement Information Sharing (EIS),50,DPICS-2- Data Pattern Information Collection System-2 (DPICS-2),2011-06-16,0.037,0.882,370,318.0,32.0,4184
024-000005536,140,24,Department of Homeland Security,ICE - Enforcement Information Sharing (EIS),51,LEISS: Law Enforcement Information Sharing Service (LEISS),2011-05-23,-0.039,0.342,394,342.0,93.0,4160
024-000005397,141,24,Department of Homeland Security,ICE - DRO Electronic Health Record (EHR) System,305,eHR Acquisition & Validation Study,2010-06-01,0.001,1.419,517,409.0,0.0,3804
024-000009508,145,24,Department of Homeland Security,NPPD - National Cybersecurity Protection System (NCPS),32,NCPS Block 2.0,2008-10-01,0.47,0.77,1392,1186.0,182.0,3196
024-000009508,145,24,Department of Homeland Security,NPPD - National Cybersecurity Protection System (NCPS),33,NCPS Block 2.1,2008-10-01,0.23,2.58,1337,1155.0,91.0,3196
024-000009520,146,24,Department of Homeland Security,NPPD - ISCP (Infrastructure Security Compliance) - CSAT,500,Ammonium Nitrate Analysis of IT Requirements FY11 Q4 close out,2010-10-01,0.027,0.286,516,364.0,0.0,3926
024-000009520,146,24,Department of Homeland Security,NPPD - ISCP (Infrastructure Security Compliance) - CSAT,501,Case Management FY11 Q4 close out,2010-10-01,0.114,1.624,516,364.0,0.0,3926
024-000009520,146,24,Department of Homeland Security,NPPD - ISCP (Infrastructure Security Compliance) - CSAT,502,Chemical Security Assessment Tool Enhancements FY11 Q4 close out,2010-10-01,-0.719,3.65,418,364.0,0.0,3926
024-000009520,146,24,Department of Homeland Security,NPPD - ISCP (Infrastructure Security Compliance) - CSAT,503,Production System Update FY11 Q4 close out EA,2010-10-01,0.026,1.19,418,364.0,0.0,3926
024-000009520,146,24,Department of Homeland Security,NPPD - ISCP (Infrastructure Security Compliance) - CSAT,509,Maintenance Support FY11 Q4 close out,2010-10-01,0.074,7.305,516,364.0,0.0,3926
024-000009530,150,24,Department of Homeland Security,NPPD - FPS Risk Assessment and Management Program,201,RAMP Maintenance Support,2011-06-10,1.174,3.43,436,570.0,0.0,4178
024-000009560,151,24,Department of Homeland Security,NPPD - US-VISIT - Automated Biometric Identification System (IDENT),5,IDENT FY 2011,2010-10-01,0.0,14.56,515,364.0,213.0,3926
024-000009560,151,24,Department of Homeland Security,NPPD - US-VISIT - Automated Biometric Identification System (IDENT),6,IDENT FY 2012,2011-10-01,0.0,18.677,272,365.0,0.0,4291
024-000009561,152,24,Department of Homeland Security,NPPD - US-VISIT - Arrival and Departure Information System (ADIS),52,ADIS FY11 Maintenance Release Project,2010-10-01,0.0,1.98,515,364.0,93.0,3926
024-000000591,154,24,Department of Homeland Security,DHS - Infrastructure Transformation Program (ITP),497,Network,2010-10-01,0.0,21.61,637,638.0,1187.0,3926
024-000000591,154,24,Department of Homeland Security,DHS - Infrastructure Transformation Program (ITP),498,Email,2010-10-01,0.0,2.14,606,517.0,1308.0,3926
024-000001226,155,24,Department of Homeland Security,DHS - HR IT,293,EmpowHR Deployment,2004-12-01,0.0,0.404,2738,2829.0,762.0,1796
024-000001226,155,24,Department of Homeland Security,DHS - HR IT,294,Reporting Tool Development,2010-07-15,0.0,1.793,593,730.0,1.0,3848
024-000001226,155,24,Department of Homeland Security,DHS - HR IT,296,HQ Survey Tool,2010-06-07,0.0,0.029,693,730.0,0.0,3810
024-000001226,155,24,Department of Homeland Security,DHS - HR IT,299,USAJOBS 3.0,2010-10-01,-0.183,2.571,577,729.0,1.0,3926
024-000001226,155,24,Department of Homeland Security,DHS - HR IT,300,Human Capital Segment Architecture,2010-10-01,-0.255,1.459,487,363.0,0.0,3926
024-999990130,165,24,Department of Homeland Security,FEMA - Disaster Management E-Government Initiative,469,Disaster Management PMO,2011-10-01,0.0,3.8,151,457.0,0.0,4291
024-999990130,165,24,Department of Homeland Security,FEMA - Disaster Management E-Government Initiative,470,FEMA.gov migration to Drupal Content Management System,2011-10-01,0.0,4.7,304,363.0,94.0,4291
024-999990130,165,24,Department of Homeland Security,FEMA - Disaster Management E-Government Initiative,471,Text Messaging and Mobile Platform,2011-10-01,0.0,1.5,151,363.0,94.0,4291
024-999990130,165,24,Department of Homeland Security,FEMA - Disaster Management E-Government Initiative,472,RightNow CRM Integration,2011-10-01,0.0,1.5,151,363.0,2.0,4291
024-999990130,165,24,Department of Homeland Security,FEMA - Disaster Management E-Government Initiative,473,Web Usability and Disaster Survivor Studies,2011-10-01,0.0,1.0,151,363.0,94.0,4291
024-999990130,165,24,Department of Homeland Security,FEMA - Disaster Management E-Government Initiative,2986,DHS Enterprise Hosting and Environment,2011-11-30,0.0,2.69,91,303.0,33.0,4351
024-999994100,166,24,Department of Homeland Security,FEMA - Disaster Assistance Improvement Plan (DAIP),3151,Sustainment and Releases,2012-01-11,-0.037,0.181,223,401.0,194.0,4393
024-999994100,166,24,Department of Homeland Security,FEMA - Disaster Assistance Improvement Plan (DAIP),3153,Content Management and Hosting,2011-10-01,0.153,3.002,269,365.0,0.0,4291
024-999994100,166,24,Department of Homeland Security,FEMA - Disaster Assistance Improvement Plan (DAIP),3155,Operations and Maintenance Support,2011-10-01,0.0,14.855,269,365.0,0.0,4291
024-000007001,167,24,Department of Homeland Security,FEMA - Integrated Public Alert & Warning System (IPAWS),154,EAS PEP Expansion,2010-02-01,0.0,30.168,844,1264.0,0.0,3684
024-000005606,169,24,Department of Homeland Security,TSA - TSA Operating Platform (TOP),247,Enterprise Applications,2011-07-01,0.0,0.234,273,389.0,1.0,4199
024-000005606,169,24,Department of Homeland Security,TSA - TSA Operating Platform (TOP),248,Applications Development,2011-03-01,0.0,2.206,483,518.0,0.0,4077
024-000005628,170,24,Department of Homeland Security,TSA - Transportation Worker Identification Credential (TWIC),28,4th Qtr TWIC Maintenance,2011-07-01,0.0,1.8,118,91.0,0.0,4199
024-000005628,170,24,Department of Homeland Security,TSA - Transportation Worker Identification Credential (TWIC),30,2012 TWIC Maintenance,2011-10-01,0.0,20.0,303,365.0,0.0,4291
024-000005628,170,24,Department of Homeland Security,TSA - Transportation Worker Identification Credential (TWIC),31,TWIC Reader Qualification,2011-10-01,0.0,1.2,303,457.0,0.0,4291
024-000005624,171,24,Department of Homeland Security,TSA - Security Technology Integrated Program (STIP),372,TSE Data Management (TDM) FY2011,2010-10-01,0.0,3.69,668,365.0,4.0,3926
024-000005624,171,24,Department of Homeland Security,TSA - Security Technology Integrated Program (STIP),373,TSE Data Management (TDM) FY2012,2011-10-01,0.0,1.32,303,273.0,92.0,4291
024-000005624,171,24,Department of Homeland Security,TSA - Security Technology Integrated Program (STIP),374,Remote Monitoring and Maintenance /Maintenance Ticket Application (RMM/MTA) FY2011,2011-06-01,0.0,0.621,425,225.0,11.0,4169
024-000005624,171,24,Department of Homeland Security,TSA - Security Technology Integrated Program (STIP),375,Remote Monitoring and Maintenance /Maintenance Ticket Application (RMM/MTA) FY2012,2011-10-01,0.0,2.308,303,203.0,162.0,4291
024-000005624,171,24,Department of Homeland Security,TSA - Security Technology Integrated Program (STIP),376,Security Equipment Modernization (SEM) FY2011,2010-11-16,0.0,2.99,622,364.0,0.0,3972
024-000005624,171,24,Department of Homeland Security,TSA - Security Technology Integrated Program (STIP),377,Security Equipment Modernization (SEM) FY2012,2011-10-01,0.0,5.374,303,350.0,13.0,4291
024-000005605,172,24,Department of Homeland Security,TSA - Secure Flight,367,Functional Releases,2011-03-22,-0.069,6.768,519,568.0,0.0,4098
024-000005605,172,24,Department of Homeland Security,TSA - Secure Flight,368,SFUI Releases,2011-08-23,0.432,3.586,365,302.0,105.0,4252
024-000005605,172,24,Department of Homeland Security,TSA - Secure Flight,369,RMS Releases,2011-02-08,0.335,3.773,561,552.0,38.0,4056
024-000005605,172,24,Department of Homeland Security,TSA - Secure Flight,370,Maintenance Releases BY 11 Q4,2011-09-01,0.0,0.204,56,29.0,0.0,4261
024-000005666,174,24,Department of Homeland Security,TSA - Information Technology Infrastructure Program (ITIP),519,TSA Enterprise Integrated Test Environment,2011-03-01,0.1,6.09,336,305.0,0.0,4077
024-000005625,175,24,Department of Homeland Security,TSA - Hazmat Threat Assessment Program (HAZMAT),20,HME SG Maintenance,2011-07-01,0.0,0.742,392,91.0,0.0,4199
024-000005625,175,24,Department of Homeland Security,TSA - Hazmat Threat Assessment Program (HAZMAT),21,HME Comparability,2011-07-01,0.0,1.4,272,241.0,0.0,4199
024-000005625,175,24,Department of Homeland Security,TSA - Hazmat Threat Assessment Program (HAZMAT),22,HME SG Maintenance,2011-10-01,-0.05,1.95,323,365.0,0.0,4291
024-000005651,177,24,Department of Homeland Security,TSA - FAMSNet (Common Operating Environment),2948,Software Patches,2012-01-01,0.0,0.09,208,273.0,0.0,4383
